funded_amnt,term,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,acc_now_delinq,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,loan_status
7200,36 months,275.54,E,E5,1,MORTGAGE,25000,Source Verified,other,MI,20.36,0,0,2010,2,9,0,5726,Fully Paid
2200,36 months,73.59,B,B4,10,RENT,48000,Not Verified,debt_consolidation,VA,22.08,0,0,2000,2,9,0,3911,Fully Paid
12000,36 months,404.27,C,C2,1,RENT,45000,Verified,debt_consolidation,NC,10.24,0,0,1983,1,12,2,8862,Charged Off
18000,36 months,580.73,B,B3,5,RENT,45000,Not Verified,debt_consolidation,FL,10.94,0,0,2008,1,11,0,2526,Fully Paid
17000,60 months,416.04,D,D1,3,MORTGAGE,60000,Not Verified,credit_card,IN,19.66,0,0,1992,0,9,0,13486,Fully Paid
23000,36 months,773.31,B,B4,10,RENT,85000,Source Verified,debt_consolidation,FL,20.61,0,0,1997,2,10,0,25814,Fully Paid
8000,36 months,286.3,D,D3,3,MORTGAGE,90000,Verified,debt_consolidation,AR,16.47,0,0,2005,1,8,0,4825,Charged Off
15200,60 months,404.41,E,E3,7,RENT,64000,Source Verified,credit_card,GA,22.28,0,0,2003,2,10,0,18656,Fully Paid
28000,60 months,608.65,B,B4,10,MORTGAGE,78000,Source Verified,debt_consolidation,NY,24.52,0,0,1992,0,11,0,30379,Fully Paid
15000,36 months,565.13,E,E2,10,MORTGAGE,67200,Source Verified,moving,MD,24.84,1,0,2000,0,7,0,14890,Fully Paid
22725,60 months,459.59,A,A5,10,MORTGAGE,84000,Source Verified,credit_card,OH,16.33,0,0,1997,0,13,0,31146,Fully Paid
20000,36 months,637.58,B,B2,8,MORTGAGE,65000,Verified,debt_consolidation,TX,27.14,2,0,1995,0,10,0,40413,Fully Paid
4200,36 months,145.58,C,C5,0,MORTGAGE,45000,Not Verified,debt_consolidation,AZ,9.71,0,0,1999,1,10,0,16116,Fully Paid
14125,36 months,463.38,B,B2,8,MORTGAGE,44000,Verified,credit_card,CA,19.53,1,0,2001,0,5,0,28479,Fully Paid
17000,36 months,624.88,D,D3,7,MORTGAGE,80000,Verified,debt_consolidation,TX,21.3,0,0,1997,4,8,0,6885,Fully Paid
28800,60 months,739.98,E,E2,4,RENT,215000,Verified,debt_consolidation,CO,6.04,0,0,1993,0,10,1,12894,Charged Off
19425,60 months,470.32,C,C3,5,MORTGAGE,44141.4,Verified,debt_consolidation,CA,24.85,0,0,2001,0,12,0,21000,Fully Paid
6000,36 months,190.52,A,A5,10,MORTGAGE,44500,Not Verified,medical,NV,22.09,0,0,2002,1,11,0,2539,Fully Paid
16000,36 months,568.03,E,E2,0,MORTGAGE,98000,Not Verified,debt_consolidation,NJ,8.52,0,0,1997,1,10,0,31961,Fully Paid
4000,36 months,139.86,D,D1,4,RENT,50000,Verified,medical,TX,32.33,1,1,1989,0,14,0,4201,Fully Paid
16000,36 months,506.35,B,B1,3,MORTGAGE,112000,Not Verified,debt_consolidation,CA,23.54,0,0,1992,0,11,0,18943,Fully Paid
6300,36 months,196.32,A,A3,1,RENT,38400,Not Verified,credit_card,WA,13.88,0,0,2007,0,5,0,613,Fully Paid
9375,36 months,322.66,C,C4,5,RENT,25000,Source Verified,debt_consolidation,CT,7.35,0,0,2007,0,6,0,530,Fully Paid
14000,36 months,504.52,D,D1,0,OWN,42000,Not Verified,debt_consolidation,NY,19.63,0,0,2000,3,7,0,9964,Fully Paid
10000,36 months,336.9,C,C2,3,OWN,45600,Source Verified,credit_card,TX,18.09,2,0,2006,1,9,0,7196,Fully Paid
6550,36 months,209.79,B,B2,5,OWN,52500,Not Verified,credit_card,KY,26.31,0,0,1999,3,12,1,6533,Fully Paid
12000,36 months,374.33,A,A4,0,MORTGAGE,58000,Not Verified,debt_consolidation,NY,20.84,1,0,2001,0,12,0,20550,Fully Paid
9750,36 months,328.76,B,B5,1,OWN,28000,Verified,debt_consolidation,TN,23.19,0,0,2001,1,7,0,12667,Fully Paid
23325,36 months,878.78,E,E2,4,OWN,59000,Verified,small_business,DC,20.73,0,0,1997,0,8,0,16257,Fully Paid
20000,36 months,637.58,B,B2,2,MORTGAGE,65000,Verified,debt_consolidation,GA,9.25,0,0,1988,0,25,0,17052,Fully Paid
15600,60 months,400.82,E,E2,6,RENT,50000,Verified,other,IL,31.81,1,0,2003,0,13,0,24640,Fully Paid
6000,36 months,196.41,B,B4,0,RENT,96500,Not Verified,credit_card,CA,8.41,0,0,2003,2,12,0,9015,Fully Paid
15000,36 months,505.34,B,B4,10,MORTGAGE,96635,Source Verified,debt_consolidation,NY,12.56,0,0,1990,1,3,0,33249,Charged Off
12000,36 months,410.08,C,C1,2,RENT,33000,Not Verified,debt_consolidation,NY,18.04,0,0,2006,2,15,0,4006,Charged Off
12600,60 months,286.63,C,C1,10,MORTGAGE,52000,Not Verified,credit_card,FL,18.88,0,0,1998,1,8,0,8957,Fully Paid
5000,36 months,154.55,A,A2,2,MORTGAGE,130000,Not Verified,debt_consolidation,CA,20.69,0,0,2001,0,19,0,251193,Fully Paid
18000,36 months,650.66,D,D2,8,RENT,84000,Not Verified,credit_card,PA,17.33,0,0,1994,2,19,0,9832,Fully Paid
20675,60 months,522.32,D,D1,3,MORTGAGE,149000,Verified,debt_consolidation,TX,24.28,0,0,1993,3,13,0,65386,Charged Off
16000,36 months,508.06,A,A5,10,MORTGAGE,45000,Not Verified,debt_consolidation,MA,19.17,0,0,1996,0,5,0,11067,Fully Paid
4000,36 months,134.18,C,C2,2,RENT,36000,Not Verified,debt_consolidation,KY,22.37,0,0,2006,1,14,0,5050,Fully Paid
7200,36 months,226.42,B,B1,3,RENT,70000,Verified,credit_card,OH,19.95,0,0,2008,1,13,0,6306,Fully Paid
25000,60 months,697.18,E,E5,10,RENT,75000,Verified,credit_card,CA,31.42,0,0,1993,3,12,0,16734,Fully Paid
15000,36 months,524.48,D,D1,2,RENT,95000,Source Verified,small_business,NY,16.2,0,0,2009,1,15,0,25667,Fully Paid
6000,36 months,219.49,D,D3,1,RENT,27800,Verified,debt_consolidation,AR,29.05,1,0,2000,0,4,0,3773,Fully Paid
30000,60 months,850.55,F,F2,10,RENT,81000,Source Verified,credit_card,NJ,16.81,0,0,1993,2,20,0,21984,Fully Paid
15000,36 months,494.86,B,B5,4,RENT,40000,Source Verified,credit_card,IL,23.31,0,0,2006,0,7,0,12929,Fully Paid
12000,60 months,272.31,C,C2,2,MORTGAGE,77000,Not Verified,other,NY,9.02,0,0,2002,0,12,1,2711,Fully Paid
4000,36 months,127.19,B,B1,2,OWN,65000,Source Verified,major_purchase,IN,16.12,0,0,2005,0,8,1,4558,Fully Paid
7200,36 months,259.47,D,D1,3,RENT,32000,Not Verified,major_purchase,OH,24.53,0,0,2004,2,10,0,7781,Charged Off
7000,36 months,229.14,B,B2,10,MORTGAGE,50000,Not Verified,debt_consolidation,MO,12.15,0,0,2001,0,14,1,3480,Fully Paid
13000,36 months,428.88,B,B5,1,RENT,43000,Source Verified,debt_consolidation,PA,28.64,0,0,2003,1,10,1,7575,Fully Paid
25200,36 months,772.25,A,A2,3,MORTGAGE,65000,Source Verified,debt_consolidation,IN,11.63,0,0,2006,0,6,0,4231,Fully Paid
20000,36 months,699.3,C,C5,3,OWN,75000,Verified,debt_consolidation,CA,7.23,0,0,2007,0,9,0,9475,Charged Off
6000,36 months,204.11,B,B5,7,RENT,30000,Not Verified,debt_consolidation,CA,18.6,0,0,2005,0,7,0,11202,Fully Paid
7000,36 months,220.14,B,B1,7,MORTGAGE,63000,Not Verified,major_purchase,KS,34.4,0,0,2003,1,13,0,19832,Fully Paid
30000,36 months,1099.53,D,D3,8,MORTGAGE,220000,Verified,debt_consolidation,MI,7.02,1,0,1995,1,14,1,12213,Charged Off
20000,36 months,602.3,A,A1,1,MORTGAGE,85000,Not Verified,home_improvement,TX,6.01,0,0,2006,0,7,0,713,Fully Paid
2000,36 months,62.58,A,A5,4,RENT,28000,Source Verified,other,CA,13.67,0,0,1994,0,13,0,2369,Fully Paid
20625,60 months,490.56,C,C5,1,RENT,46004,Source Verified,credit_card,AZ,18.16,0,0,1990,0,5,0,23521,Charged Off
16500,36 months,514.17,A,A3,2,MORTGAGE,91500,Verified,credit_card,GA,17.69,0,0,1997,1,10,0,15454,Fully Paid
16000,36 months,564.81,D,D1,5,MORTGAGE,92000,Source Verified,debt_consolidation,WV,17.45,2,0,2001,3,12,0,11105,Fully Paid
6250,36 months,219.37,C,C4,4,RENT,30500,Not Verified,debt_consolidation,NY,10.9,0,0,2000,0,4,0,5356,Fully Paid
3625,36 months,124.06,B,B5,10,MORTGAGE,46740,Source Verified,debt_consolidation,FL,11.32,0,0,1998,0,9,0,12251,Fully Paid
7000,36 months,230.64,B,B4,10,OWN,40003,Source Verified,debt_consolidation,GA,26.41,0,0,1994,0,17,1,12752,Fully Paid
12000,36 months,412.06,C,C1,2,RENT,176000,Not Verified,debt_consolidation,SC,18.61,0,0,1992,2,11,0,10466,Fully Paid
10000,36 months,321.13,B,B1,10,MORTGAGE,68000,Not Verified,debt_consolidation,TX,29.4,0,0,2003,0,16,0,10640,Charged Off
9700,36 months,339.16,C,C5,2,MORTGAGE,75000,Verified,small_business,GA,25.5,0,0,1994,1,6,1,1611,Fully Paid
20000,36 months,683.36,C,C3,10,MORTGAGE,105000,Verified,debt_consolidation,CA,15.75,0,0,1972,0,11,1,48859,Fully Paid
10750,60 months,294.47,E,E3,0,RENT,31000,Verified,debt_consolidation,DC,24.62,0,0,2001,2,19,0,10594,Charged Off
12000,60 months,244.41,A,A5,10,MORTGAGE,75000,Not Verified,debt_consolidation,AL,24.67,0,0,1990,0,10,0,17425,Fully Paid
8000,36 months,278.54,C,C2,3,RENT,30000,Not Verified,debt_consolidation,MO,15.52,0,0,1992,3,5,0,12236,Charged Off
20050,60 months,499.38,C,C5,10,OWN,75000,Source Verified,debt_consolidation,NV,20.56,0,0,2000,1,21,0,22462,Fully Paid
10125,36 months,350.89,C,C3,8,RENT,48000,Verified,debt_consolidation,OH,24.33,0,0,2003,2,17,1,4684,Fully Paid
6000,36 months,193.58,B,B3,7,MORTGAGE,75000,Not Verified,other,NC,18.32,1,0,2002,0,18,0,18122,Charged Off
18875,36 months,645.02,C,C4,10,RENT,150000,Source Verified,debt_consolidation,CA,6.69,0,0,1999,0,10,1,3444,Fully Paid
7500,36 months,258.67,C,C3,10,RENT,69000,Verified,debt_consolidation,NY,15.08,0,0,1984,2,25,1,10342,Charged Off
18000,36 months,580.73,B,B1,7,RENT,41000,Source Verified,debt_consolidation,IL,20.28,1,0,2003,0,9,0,10115,Fully Paid
14000,60 months,336.08,D,D1,10,OWN,42078.4,Source Verified,debt_consolidation,GA,37.31,1,0,2002,0,9,0,1905,Fully Paid
10000,36 months,306.45,A,A2,0,RENT,66000,Not Verified,credit_card,CA,13.14,0,0,2005,2,28,0,18023,Charged Off
9000,36 months,299.45,B,B3,2,RENT,55000,Source Verified,credit_card,NY,7.31,0,0,2000,0,6,0,5926,Fully Paid
6025,36 months,208.42,C,C5,10,RENT,110000,Verified,debt_consolidation,MA,21.32,1,0,1999,2,17,1,7047,Fully Paid
3350,36 months,121.54,E,E1,3,RENT,10000,Not Verified,debt_consolidation,AL,20.65,0,0,2007,0,6,0,5758,Charged Off
7475,36 months,255.41,C,C3,3,RENT,22000,Source Verified,other,PA,18.17,0,0,2006,2,10,0,6454,Fully Paid
15000,36 months,469.36,A,A4,1,RENT,41000,Not Verified,debt_consolidation,NY,0.8,0,0,2007,0,7,0,656,Fully Paid
8000,36 months,258.74,B,B1,2,MORTGAGE,50000,Not Verified,credit_card,AZ,9.05,0,0,2008,1,7,0,1009,Fully Paid
8500,36 months,267.86,B,B1,10,MORTGAGE,90000,Source Verified,debt_consolidation,MI,9.87,1,0,1999,1,23,0,12637,Fully Paid
28000,60 months,689.72,D,D1,4,RENT,95000,Verified,debt_consolidation,NY,10.97,0,0,1997,1,11,0,34636,Fully Paid
27275,36 months,1130.85,G,G1,2,RENT,62000,Verified,debt_consolidation,IN,29.44,0,0,2003,1,9,0,27111,Charged Off
9000,36 months,275.81,A,A2,10,RENT,180000,Source Verified,car,FL,0.75,0,0,1995,1,6,1,663,Fully Paid
11575,60 months,313.08,E,E4,3,MORTGAGE,49000,Verified,credit_card,OK,15.7,1,0,1999,2,8,5,7546,Charged Off
13000,36 months,444.25,C,C3,2,RENT,52000,Source Verified,other,SC,14.56,0,0,2011,1,13,0,8459,Charged Off
6000,36 months,192.17,B,B2,2,MORTGAGE,72000,Verified,home_improvement,LA,21.3,0,0,1991,1,8,0,44269,Charged Off
33750,60 months,875.31,E,E3,9,OWN,75000,Verified,debt_consolidation,MI,18.53,0,0,1990,0,5,3,6632,Fully Paid
10000,60 months,241.12,D,D1,1,MORTGAGE,59000,Verified,debt_consolidation,OK,22.97,0,0,1990,3,14,1,1738,Fully Paid
19500,60 months,423.89,B,B4,10,OWN,96500,Verified,debt_consolidation,KY,23.08,0,0,2000,0,10,0,25404,Fully Paid
5000,60 months,115.34,C,C2,10,RENT,36672,Not Verified,major_purchase,CA,13.61,0,0,1998,0,3,0,3028,Charged Off
35000,60 months,805.17,C,C2,4,RENT,77400,Verified,credit_card,PA,26.77,0,0,2005,0,21,0,24121,Fully Paid
12125,60 months,292.35,D,D1,4,RENT,45000,Source Verified,credit_card,AL,13.85,0,0,2001,0,12,1,18867,Charged Off
2000,36 months,67.71,C,C3,10,MORTGAGE,78000,Not Verified,home_improvement,NY,19.92,1,0,1998,0,11,0,12094,Fully Paid
16000,36 months,528,B,B3,0,RENT,49000,Not Verified,debt_consolidation,IL,25.59,0,0,1999,0,16,0,17675,Fully Paid
5400,36 months,172.15,B,B2,3,MORTGAGE,59000,Source Verified,debt_consolidation,MD,28.34,0,0,2001,0,13,2,10307,Fully Paid
17000,36 months,589.15,C,C3,10,OWN,120000,Source Verified,debt_consolidation,FL,20.17,1,0,1996,0,16,0,26158,Fully Paid
2000,36 months,63.76,B,B2,10,MORTGAGE,112000,Verified,home_improvement,NH,19.75,1,0,1989,0,9,0,27025,Fully Paid
17000,36 months,541.95,B,B2,5,RENT,75000,Not Verified,debt_consolidation,TX,11.65,0,0,1988,0,20,0,16678,Fully Paid
28000,60 months,675.12,D,D1,10,MORTGAGE,1.00E+05,Source Verified,debt_consolidation,GA,12.89,1,0,2002,0,13,1,33539,Fully Paid
14000,36 months,436.26,A,A3,10,RENT,67000,Not Verified,credit_card,HI,15.53,0,0,1992,2,10,0,15668,Fully Paid
13325,36 months,457.43,C,C4,7,RENT,82000,Verified,debt_consolidation,TN,10.79,0,0,2000,0,8,0,9984,Fully Paid
26400,36 months,866.06,B,B2,6,OWN,86000,Verified,debt_consolidation,LA,25.44,0,0,1997,1,19,0,34926,Charged Off
5850,36 months,210.79,D,D1,3,OWN,28800,Not Verified,debt_consolidation,IL,13.96,0,0,2006,0,4,0,12139,Charged Off
20000,36 months,668.21,C,C3,1,MORTGAGE,87000,Verified,debt_consolidation,MN,7.66,0,0,1990,0,7,0,15565,Fully Paid
10000,36 months,311.62,A,A3,10,MORTGAGE,45000,Not Verified,debt_consolidation,MI,19.49,0,0,2000,1,10,0,5078,Fully Paid
10000,36 months,329.72,B,B5,7,MORTGAGE,50000,Verified,credit_card,CO,24.05,0,0,1999,1,16,1,7253,Fully Paid
25000,36 months,891.2,D,D3,10,OWN,70000,Source Verified,debt_consolidation,NC,31.65,3,0,1997,0,12,0,15282,Charged Off
12000,36 months,377.04,B,B1,2,MORTGAGE,42000,Source Verified,credit_card,MN,31.34,1,0,2001,0,6,0,14769,Fully Paid
10000,60 months,282.48,E,E4,10,RENT,40000,Verified,debt_consolidation,CO,14.16,0,0,2001,0,5,0,4172,Charged Off
18825,36 months,621.23,B,B3,10,MORTGAGE,42000,Verified,credit_card,TX,33.29,1,0,2001,0,11,0,23095,Fully Paid
25000,60 months,638.11,D,D5,8,OWN,65000,Source Verified,debt_consolidation,NJ,12.17,0,0,1998,0,11,0,15954,Charged Off
12000,36 months,375.43,A,A5,3,OWN,175000,Source Verified,debt_consolidation,NJ,12.12,0,0,2007,0,4,0,4475,Fully Paid
12000,36 months,402.54,C,C2,0,RENT,36000,Not Verified,credit_card,CA,13.53,0,0,1996,1,12,0,11979,Fully Paid
23500,60 months,568.99,C,C3,10,MORTGAGE,85000,Verified,credit_card,CA,9.91,0,0,1998,1,8,0,19318,Fully Paid
10000,36 months,305.31,A,A2,10,MORTGAGE,140000,Not Verified,debt_consolidation,TX,19.6,0,0,1977,0,6,0,37818,Fully Paid
16000,60 months,385.79,C,C3,6,MORTGAGE,50000,Verified,debt_consolidation,FL,28.13,0,0,2002,1,9,0,29610,Fully Paid
13000,36 months,464.14,C,C5,6,RENT,50000,Not Verified,debt_consolidation,CA,19.03,0,0,2003,2,10,0,9738,Fully Paid
20000,36 months,614.08,A,A2,10,MORTGAGE,110000,Source Verified,credit_card,GA,9.04,0,0,1985,0,9,0,52000,Fully Paid
20000,36 months,625.81,A,A4,10,MORTGAGE,72000,Verified,debt_consolidation,CA,25.38,0,0,1979,1,19,0,9283,Fully Paid
10000,36 months,304.36,A,A1,5,RENT,43200,Not Verified,credit_card,MA,6,0,0,2004,0,6,0,6517,Fully Paid
20000,36 months,668.98,B,B5,4,RENT,89000,Source Verified,credit_card,IL,16.72,0,0,1996,0,12,0,21776,Fully Paid
16000,60 months,445.46,E,E1,4,RENT,59000,Verified,debt_consolidation,CA,34.98,0,0,1996,1,7,1,8616,Fully Paid
12000,36 months,401.39,B,B4,0,MORTGAGE,37000,Not Verified,credit_card,NC,27.34,1,0,2008,0,8,0,7836,Fully Paid
8000,36 months,263.7,B,B5,2,MORTGAGE,42000,Not Verified,credit_card,FL,18.09,0,0,2005,1,11,1,7260,Fully Paid
15000,36 months,559.83,D,D5,2,MORTGAGE,95000,Not Verified,home_improvement,OH,15.5,0,0,2004,2,8,0,8359,Fully Paid
10000,60 months,232.58,C,C3,10,MORTGAGE,50000,Verified,debt_consolidation,IN,19.56,0,0,2000,1,11,0,8966,Fully Paid
17000,60 months,386.72,C,C1,2,OWN,44000,Source Verified,credit_card,TX,17.98,0,0,1979,3,18,0,19954,Fully Paid
18000,60 months,449.97,C,C5,3,RENT,62000,Verified,debt_consolidation,CA,26.03,1,0,2004,1,15,0,23190,Fully Paid
8000,36 months,265.68,B,B3,10,MORTGAGE,1.00E+05,Not Verified,debt_consolidation,MD,14.76,0,0,1986,0,8,0,34120,Fully Paid
8400,36 months,262.84,A,A4,10,MORTGAGE,57000,Not Verified,credit_card,NY,19.35,0,0,1997,3,16,1,6068,Fully Paid
32350,60 months,805.73,C,C5,10,OWN,1.00E+05,Verified,major_purchase,CA,8.54,1,0,2000,3,10,0,38672,Fully Paid
15000,60 months,364.7,D,D2,6,MORTGAGE,75000,Verified,credit_card,OK,29.07,0,0,2003,2,9,1,14931,Charged Off
24000,36 months,825.87,C,C5,1,MORTGAGE,85000,Verified,debt_consolidation,AL,15.28,0,0,2007,0,10,0,28156,Charged Off
21000,36 months,644.78,A,A2,5,MORTGAGE,120000,Verified,credit_card,MD,16.16,0,0,2001,0,14,0,24933,Fully Paid
30000,36 months,925.22,A,A4,0,RENT,250000,Verified,debt_consolidation,MD,7.46,1,0,1994,0,12,0,232307,Fully Paid
13000,60 months,306.89,C,C5,10,RENT,165000,Verified,car,TX,17.87,0,0,2004,2,12,0,4191,Fully Paid
5100,36 months,162.59,B,B2,0,MORTGAGE,51000,Not Verified,credit_card,OH,18.38,0,0,2001,0,8,1,1890,Fully Paid
29900,60 months,896.29,F,F5,10,RENT,65000,Verified,debt_consolidation,NJ,14.12,1,0,2002,1,12,0,4713,Charged Off
25600,36 months,874.83,C,C1,10,RENT,116000,Source Verified,other,FL,8.72,1,0,2006,3,11,0,13018,Fully Paid
30000,36 months,1003.47,B,B4,2,MORTGAGE,192000,Verified,debt_consolidation,FL,9.71,1,0,1999,0,11,0,22743,Fully Paid
13500,36 months,448.33,C,C1,1,MORTGAGE,78694,Verified,credit_card,MI,31.25,0,0,2005,1,14,0,15018,Fully Paid
13400,60 months,385.42,F,F3,2,RENT,50000,Verified,credit_card,NY,12.31,0,0,2005,0,9,0,6508,Fully Paid
11200,36 months,369.02,B,B4,10,RENT,168000,Source Verified,moving,TX,13.12,0,0,1996,1,14,0,31663,Fully Paid
17625,36 months,602.21,C,C3,3,RENT,40250,Verified,credit_card,OR,11.45,0,0,2001,2,13,0,15621,Fully Paid
25450,36 months,839.12,B,B5,6,MORTGAGE,80000,Source Verified,debt_consolidation,AL,26.36,0,0,2000,0,14,0,12002,Fully Paid
10000,36 months,338.63,C,C2,5,RENT,70000,Source Verified,debt_consolidation,MD,14.93,1,0,1992,1,10,0,9117,Charged Off
12000,36 months,413.94,C,C2,3,MORTGAGE,110000,Source Verified,debt_consolidation,NV,5.23,0,0,1998,1,11,0,14181,Fully Paid
19300,60 months,402.24,B,B2,2,MORTGAGE,1.00E+05,Not Verified,credit_card,CA,22.5,0,0,2000,0,14,0,9379,Fully Paid
16125,60 months,411.67,E,E1,6,RENT,45000,Source Verified,debt_consolidation,HI,9.02,1,0,2006,1,23,0,12050,Charged Off
20000,60 months,506.35,D,D5,7,MORTGAGE,60000,Verified,credit_card,CA,10.16,0,0,2003,0,11,0,20255,Fully Paid
24000,36 months,736.89,A,A2,10,MORTGAGE,115000,Not Verified,credit_card,TX,10.41,1,0,1997,0,16,0,22653,Fully Paid
10000,36 months,363.99,D,D2,5,RENT,62000,Not Verified,moving,NJ,21.89,0,0,1997,0,11,0,8066,Fully Paid
7000,36 months,263.73,E,E2,3,RENT,35000,Verified,debt_consolidation,CA,29.18,1,0,2008,1,6,0,6705,Fully Paid
7000,60 months,178.71,F,F1,7,RENT,72000,Verified,major_purchase,HI,11.98,4,0,1997,0,11,0,893,Fully Paid
15000,36 months,491.01,B,B4,0,MORTGAGE,56000,Source Verified,credit_card,GA,28.46,0,0,2000,0,12,0,24846,Fully Paid
12000,60 months,320.01,D,D5,10,MORTGAGE,50000,Verified,debt_consolidation,LA,29.81,2,0,1993,1,18,0,12350,Charged Off
10000,36 months,334.49,B,B5,6,RENT,160000,Source Verified,debt_consolidation,VA,17.78,0,0,1998,4,30,0,34516,Fully Paid
4800,36 months,162.25,C,C2,2,RENT,50000,Verified,educational,FL,11.98,0,0,2004,0,7,0,2523,Fully Paid
10000,36 months,336.9,B,B5,10,RENT,68000,Verified,credit_card,IN,12.87,0,0,2005,1,5,2,4979,Fully Paid
24000,60 months,576.14,D,D1,10,RENT,58000,Not Verified,credit_card,CA,31.86,0,0,1986,2,17,0,37987,Charged Off
7250,36 months,258.45,D,D3,3,RENT,70000,Verified,debt_consolidation,NY,4.63,0,0,2000,0,7,0,5341,Fully Paid
5600,36 months,180.67,B,B3,10,RENT,83000,Not Verified,credit_card,NY,4.97,4,0,2003,0,7,0,5635,Fully Paid
14000,36 months,479.1,B,B5,1,RENT,55000,Not Verified,debt_consolidation,MO,27.86,0,0,1996,3,10,0,15257,Fully Paid
32000,60 months,812.42,D,D2,10,MORTGAGE,79000,Verified,debt_consolidation,IL,16.18,1,0,2002,0,8,0,4652,Fully Paid
14000,36 months,480.6,C,C4,10,MORTGAGE,105000,Verified,debt_consolidation,MD,8.27,0,0,2003,0,13,0,10697,Fully Paid
5000,36 months,163.67,B,B4,5,MORTGAGE,53800,Source Verified,home_improvement,SC,26.95,0,0,1991,1,24,0,34267,Fully Paid
18000,36 months,606.41,B,B5,3,MORTGAGE,65000,Not Verified,debt_consolidation,CO,14.11,1,0,2000,0,23,1,17850,Fully Paid
20000,36 months,674.37,B,B5,10,OWN,52000,Source Verified,debt_consolidation,NC,18,0,0,1995,1,8,0,14599,Fully Paid
11000,60 months,273.32,D,D3,10,MORTGAGE,65000,Not Verified,credit_card,AR,21.69,0,0,2003,2,13,1,10348,Fully Paid
31500,36 months,1084.11,C,C4,0,MORTGAGE,120000,Verified,debt_consolidation,TX,22.57,0,0,1997,1,18,0,35939,Fully Paid
7700,36 months,286.13,E,E4,9,RENT,46000,Source Verified,debt_consolidation,VT,20.61,0,0,2003,0,6,0,3113,Fully Paid
18000,36 months,563.15,A,A5,10,MORTGAGE,120000,Source Verified,debt_consolidation,NY,28.47,0,0,2000,0,14,0,128577,Fully Paid
18550,60 months,530.43,F,F1,9,RENT,50000,Source Verified,debt_consolidation,WA,31.13,0,0,1996,0,11,0,19521,Fully Paid
9000,36 months,303.21,B,B5,10,OWN,38000,Source Verified,credit_card,MI,17.34,1,0,1988,1,6,1,5160,Charged Off
16800,36 months,579.51,C,C2,3,RENT,255000,Verified,other,VA,8.52,0,0,2008,2,4,0,2936,Fully Paid
12075,36 months,441.65,E,E2,10,MORTGAGE,75000,Verified,debt_consolidation,CO,20.77,0,0,2001,1,9,0,3855,Fully Paid
7250,36 months,242.51,B,B5,1,MORTGAGE,46000,Source Verified,debt_consolidation,FL,13.98,0,0,2000,0,8,1,3442,Fully Paid
16000,36 months,513.8,B,B1,9,MORTGAGE,55000,Verified,credit_card,CO,10.68,0,0,2007,0,8,0,19416,Fully Paid
24000,60 months,570.84,C,C5,3,MORTGAGE,240000,Verified,debt_consolidation,TX,17.03,2,0,1987,0,27,0,46043,Fully Paid
19000,36 months,572.19,A,A1,10,MORTGAGE,44700,Verified,credit_card,MA,18.47,0,0,1999,0,3,0,19288,Fully Paid
9000,36 months,297,B,B3,7,RENT,37500,Source Verified,credit_card,PA,6.24,0,0,1999,0,2,0,7629,Fully Paid
8000,36 months,246.99,A,A3,10,OWN,36000,Not Verified,home_improvement,NY,5.27,0,0,1998,0,5,0,585,Fully Paid
26975,60 months,682.94,D,D5,10,RENT,61440,Source Verified,debt_consolidation,TX,34.53,0,0,2002,0,11,0,48961,Fully Paid
18000,60 months,582.26,F,F3,10,MORTGAGE,75000,Source Verified,debt_consolidation,GA,20.11,2,0,1995,1,23,0,7378,Fully Paid
6000,36 months,190.52,A,A5,4,RENT,36500,Not Verified,credit_card,CA,21.04,0,0,1999,0,8,0,25979,Fully Paid
10400,36 months,377.3,D,D2,3,RENT,60000,Verified,credit_card,CA,11.32,1,0,2002,0,9,0,4628,Fully Paid
7200,36 months,251.68,C,C5,1,RENT,37000,Source Verified,debt_consolidation,VA,20.01,0,0,2000,0,10,0,12811,Fully Paid
29400,36 months,990.47,C,C2,10,MORTGAGE,60000,Not Verified,debt_consolidation,NJ,16.72,0,0,2003,0,6,0,28333,Fully Paid
10000,60 months,260.73,E,E2,2,MORTGAGE,88000,Source Verified,home_improvement,TX,16.72,0,0,2005,2,12,0,19349,Charged Off
20000,36 months,684.43,B,B5,10,MORTGAGE,48000,Verified,debt_consolidation,OK,29.63,0,0,1991,1,13,0,25198,Fully Paid
15000,36 months,495,B,B3,9,MORTGAGE,120000,Verified,debt_consolidation,CA,10.52,0,0,1992,1,13,0,18315,Fully Paid
35000,60 months,826.05,C,C3,10,RENT,90000,Verified,credit_card,TX,22.18,0,0,2002,3,10,0,14693,Charged Off
11000,36 months,385.48,D,D1,10,MORTGAGE,115000,Verified,debt_consolidation,TX,19.52,0,0,2002,2,12,0,8154,Fully Paid
14000,60 months,329.11,C,C4,10,OWN,64000,Source Verified,home_improvement,KS,12.81,0,0,2005,2,13,1,2782,Fully Paid
1500,36 months,48.66,B,B5,5,MORTGAGE,40000,Not Verified,vacation,VA,20.82,0,0,1996,1,5,1,425,Fully Paid
10000,36 months,328.04,B,B1,1,RENT,75000,Not Verified,major_purchase,CA,4.53,0,0,2002,0,4,0,1312,Fully Paid
20000,36 months,643.1,B,B3,10,MORTGAGE,94000,Verified,credit_card,CA,18.43,0,0,1991,0,12,0,27929,Fully Paid
