funded_amnt,term,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,acc_now_delinq,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal
9500,36 months,294.6,A,A4,8,RENT,96000,Source Verified,debt_consolidation,OH,21.25,0,0,2001,1,6,0,399
14500,36 months,453.65,A,A5,10,MORTGAGE,63685,Not Verified,debt_consolidation,NY,23.8,0,0,2002,1,22,0,12267
17975,36 months,564.85,A,A5,10,MORTGAGE,70000,Not Verified,credit_card,MO,24.31,0,0,1994,1,18,1,18580
24000,36 months,735.47,A,A2,2,MORTGAGE,50000,Source Verified,debt_consolidation,MS,7.83,0,0,1994,1,31,0,11554
10000,36 months,373.22,D,D5,4,RENT,50000,Verified,debt_consolidation,NV,14.28,0,0,1994,0,7,0,11533
9000,36 months,308.92,C,C1,4,RENT,35100,Not Verified,credit_card,TX,24.24,0,0,2002,0,12,0,14640
4000,36 months,139.86,C,C5,10,RENT,50000,Verified,other,NY,7.3,0,0,2004,1,11,1,7975
21000,36 months,643.54,A,A2,10,MORTGAGE,110000,Source Verified,debt_consolidation,GA,22.45,2,0,2005,0,18,0,14985
20000,36 months,667.06,C,C1,9,OWN,53000,Source Verified,debt_consolidation,CA,19.06,0,0,1998,0,5,0,6287
9600,36 months,317.35,B,B4,0,MORTGAGE,42592,Not Verified,credit_card,MI,6.93,0,0,1997,1,5,0,6598
19000,36 months,588.93,A,A4,9,MORTGAGE,80000,Source Verified,credit_card,IN,20.13,0,0,2004,0,14,0,12440
15600,60 months,357.75,C,C2,10,RENT,95000,Source Verified,home_improvement,TN,25.4,0,0,1996,2,13,0,15088
25000,60 months,545.31,B,B2,10,MORTGAGE,102000,Verified,debt_consolidation,TX,19.79,0,0,2000,1,11,0,12918
14000,36 months,461.47,B,B5,10,OWN,35000,Not Verified,debt_consolidation,TX,37.96,1,0,1991,0,15,0,11949
11000,36 months,381.86,C,C2,10,MORTGAGE,87000,Source Verified,debt_consolidation,TN,17.88,1,0,2000,2,10,0,18375
14400,60 months,367.55,D,D5,10,MORTGAGE,58000,Not Verified,debt_consolidation,DE,16.57,0,0,1995,4,8,0,18268
20000,36 months,703.05,C,C5,3,RENT,125000,Source Verified,debt_consolidation,CA,17.11,0,0,2009,0,11,0,14092
13000,36 months,442.3,C,C1,4,RENT,40000,Not Verified,other,FL,16.65,0,0,2006,0,13,0,8124
28000,36 months,858.05,A,A2,6,OWN,210000,Verified,debt_consolidation,NJ,2.65,0,0,1990,0,10,0,12662
18350,60 months,527.79,F,F2,5,RENT,40000,Verified,credit_card,SC,39.78,0,0,1994,0,19,0,41183
21000,36 months,662.83,B,B1,10,MORTGAGE,2.00E+05,Verified,other,MO,14.4,0,0,2006,0,22,0,34322
6900,36 months,231.46,B,B5,2,RENT,36000,Source Verified,credit_card,TX,4.1,1,0,1997,0,8,0,5223
35000,60 months,802.29,C,C3,10,MORTGAGE,135000,Verified,debt_consolidation,CA,4.6,0,0,2002,0,13,1,5537
20000,36 months,763.5,E,E4,10,RENT,60000,Source Verified,small_business,NJ,34.16,0,0,2009,0,15,0,3134
35000,36 months,1145.69,B,B4,5,MORTGAGE,125000,Verified,credit_card,TX,14.91,0,0,2004,2,27,0,28762
5050,36 months,181.49,D,D4,10,MORTGAGE,47000,Verified,home_improvement,GA,23.49,8,0,2000,3,13,1,2366
16800,36 months,539.81,B,B1,10,MORTGAGE,170000,Not Verified,debt_consolidation,NY,5.6,1,0,1994,0,8,1,11456
8000,36 months,263.7,B,B5,10,MORTGAGE,1.00E+05,Verified,small_business,MA,9.29,3,0,1994,0,15,0,2344
8000,36 months,285.19,D,D3,2,RENT,46000,Source Verified,debt_consolidation,WA,21.5,0,0,2011,1,6,0,8139
26400,36 months,870.95,B,B5,6,OWN,76762,Not Verified,debt_consolidation,GA,33.06,0,0,1984,0,11,0,23077
35000,36 months,1103.09,A,A5,5,MORTGAGE,90000,Source Verified,debt_consolidation,SD,28.76,0,0,2002,1,15,0,2028
24000,60 months,579.18,D,D4,2,MORTGAGE,110000,Source Verified,home_improvement,SC,4.67,0,0,1996,3,10,0,9453
15000,36 months,503.5,C,C1,0,MORTGAGE,70000,Verified,debt_consolidation,MA,3.1,0,0,2000,0,5,0,14573
6250,36 months,212.61,B,B5,6,MORTGAGE,45000,Verified,debt_consolidation,FL,16.75,1,0,1984,0,14,1,5939
20400,60 months,574.97,F,F2,10,RENT,45000,Verified,debt_consolidation,MO,18.48,0,0,1998,0,18,0,24145
3000,36 months,90.48,A,A1,0,RENT,16800,Verified,major_purchase,TX,5.29,0,0,1998,0,6,0,2869
7000,36 months,224.63,B,B3,2,RENT,40000,Not Verified,wedding,PA,9.48,0,0,2004,3,5,0,320
8500,36 months,286.36,C,C1,5,MORTGAGE,45000,Source Verified,debt_consolidation,KS,23.49,0,0,2001,1,8,0,5783
6650,36 months,225.64,C,C2,2,RENT,25000,Source Verified,debt_consolidation,UT,28.66,3,0,2006,0,9,0,3921
25000,36 months,785.61,A,A5,7,MORTGAGE,102000,Source Verified,debt_consolidation,TN,7.95,0,0,2001,0,8,0,20287
23000,36 months,704.83,A,A2,3,RENT,70000,Source Verified,credit_card,MI,10.08,0,0,2002,0,8,0,23828
8400,36 months,261.34,A,A3,8,MORTGAGE,27600,Verified,debt_consolidation,NC,12.96,0,0,2006,0,11,0,3685
8000,36 months,258.1,B,B3,3,MORTGAGE,78000,Not Verified,other,NY,15.98,2,0,2003,0,8,1,3503
16000,60 months,387.14,D,D1,10,OWN,80000,Not Verified,home_improvement,CA,2,0,0,1991,0,5,0,2732
16900,36 months,565.29,B,B5,10,RENT,59000,Source Verified,debt_consolidation,NV,15.5,0,0,2001,3,13,1,15018
6500,36 months,206.4,A,A5,10,RENT,57000,Source Verified,debt_consolidation,TX,26.44,0,0,2001,1,10,0,5706
35000,60 months,760.82,B,B4,7,MORTGAGE,90000,Verified,credit_card,SC,17.03,1,0,2003,0,15,0,39846
18000,36 months,578.03,B,B1,8,MORTGAGE,150000,Source Verified,credit_card,UT,14.11,1,0,1992,1,26,0,20743
6000,36 months,187.72,A,A5,10,RENT,85000,Not Verified,debt_consolidation,CA,12.61,10,0,2000,0,14,0,6303
24000,60 months,612.06,E,E1,10,MORTGAGE,88000,Source Verified,debt_consolidation,AL,20.92,0,0,2002,1,27,1,19272
9000,60 months,256.31,F,F1,7,RENT,37856,Verified,debt_consolidation,OH,17.72,0,0,2004,3,8,0,6730
10000,36 months,347.74,C,C3,9,RENT,36000,Not Verified,debt_consolidation,CA,17.9,0,0,1998,0,15,0,16228
3200,36 months,112.82,C,C4,6,MORTGAGE,70000,Not Verified,debt_consolidation,NC,5.3,0,0,2004,0,10,0,1521
24575,36 months,843.86,C,C1,4,RENT,62000,Not Verified,debt_consolidation,NJ,28.95,0,0,2004,3,14,0,24337
15000,36 months,529.94,E,E1,0,RENT,40000,Not Verified,small_business,GA,0.78,0,0,2006,0,4,0,1343
25000,60 months,621.18,D,D1,8,MORTGAGE,69200,Source Verified,debt_consolidation,AZ,27.94,0,0,2001,0,11,0,14457
20000,36 months,628.39,B,B1,0,RENT,135000,Source Verified,other,CA,15.82,0,0,1995,1,11,0,13267
7500,36 months,242.89,B,B2,1,RENT,60000,Not Verified,debt_consolidation,CA,11.62,0,0,1999,2,13,0,5419
14000,36 months,480.74,C,C1,10,RENT,84000,Verified,debt_consolidation,CA,18,0,0,2000,1,9,0,25118
35000,36 months,1207.13,C,C3,9,RENT,160000,Source Verified,debt_consolidation,WI,23.12,1,0,2002,1,15,0,20328
26500,36 months,965.37,E,E2,7,RENT,60264.34,Verified,debt_consolidation,CA,12.15,0,0,1997,0,2,0,33649
10000,36 months,312.91,A,A4,0,RENT,62000,Not Verified,debt_consolidation,MN,10.88,0,0,2003,0,7,0,5354
10000,36 months,334.49,B,B4,1,MORTGAGE,85000,Source Verified,debt_consolidation,OH,12.04,0,0,2001,2,12,1,9865
28000,60 months,685.23,D,D1,0,MORTGAGE,60000,Source Verified,home_improvement,TX,59.64,1,0,1997,0,22,0,27418
20125,60 months,527.28,D,D5,10,RENT,48000,Source Verified,debt_consolidation,MT,14.13,0,0,2002,2,8,0,3730
12000,60 months,306.36,D,D3,3,MORTGAGE,70000,Not Verified,debt_consolidation,FL,4.37,0,0,2005,4,8,1,7273
9300,36 months,317.81,C,C4,3,RENT,49000,Not Verified,debt_consolidation,WA,20.23,0,0,2009,1,13,0,5834
24000,36 months,827.87,C,C3,4,RENT,124167,Verified,debt_consolidation,CA,7.95,0,0,1995,1,15,0,26777
30000,60 months,687.68,C,C3,9,OWN,128504.04,Source Verified,credit_card,CA,8.09,0,0,1989,0,16,2,15792
25000,36 months,867.86,C,C2,10,MORTGAGE,95000,Source Verified,debt_consolidation,CA,16.99,0,0,2000,0,12,0,13692
1600,36 months,54.19,C,C2,6,MORTGAGE,35000,Not Verified,credit_card,OH,14.92,0,0,2000,0,8,0,19396
6000,36 months,214.34,D,D4,10,MORTGAGE,81404,Verified,other,TX,22.62,1,0,2006,1,9,0,7943
33750,36 months,1195.74,D,D2,10,MORTGAGE,108000,Verified,credit_card,NY,3.68,0,0,1999,0,7,1,11602
28000,60 months,772.86,E,E4,2,MORTGAGE,175000,Not Verified,home_improvement,AZ,11.36,0,0,2006,2,19,1,13283
7575,36 months,263.75,C,C5,4,RENT,40000,Not Verified,debt_consolidation,PA,9.84,0,0,2012,0,4,0,1562
8400,36 months,280.98,B,B5,7,RENT,55000,Not Verified,debt_consolidation,OH,14.38,0,0,2001,0,12,0,8526
10000,36 months,309.97,A,A4,7,OWN,68000,Not Verified,credit_card,IL,21.39,0,0,1963,0,11,0,83656
6000,36 months,184.23,A,A2,10,MORTGAGE,78600,Not Verified,debt_consolidation,HI,11.18,0,0,1996,0,10,0,26877
16000,60 months,357.78,C,C1,4,RENT,45000,Source Verified,credit_card,NY,13.68,0,0,2004,1,8,0,18036
3000,36 months,95.26,A,A5,2,RENT,48000,Not Verified,other,CA,16.6,0,0,2002,2,12,0,11593
28000,36 months,889.09,A,A5,6,MORTGAGE,87000,Source Verified,debt_consolidation,TX,26.5,0,0,1995,0,23,0,42398
12000,60 months,296.82,C,C5,4,MORTGAGE,76220,Verified,debt_consolidation,AZ,16.81,0,0,1996,2,6,0,9142
27250,36 months,898.99,B,B5,10,RENT,62000,Source Verified,debt_consolidation,CA,13.43,0,0,2000,0,6,1,8964
19975,36 months,644.45,B,B1,10,MORTGAGE,78000,Verified,debt_consolidation,CA,17.38,0,0,1998,0,11,1,14353
22400,36 months,705.98,A,A5,6,RENT,73000,Source Verified,debt_consolidation,IL,20.24,0,0,2006,0,12,0,45357
8000,36 months,269.98,B,B4,0,OWN,46800,Source Verified,debt_consolidation,IL,21.41,0,0,2002,1,12,0,15885
20000,60 months,562.67,E,E4,10,MORTGAGE,80000,Verified,debt_consolidation,VA,12.83,1,0,1991,4,14,0,13311
16000,36 months,494.92,A,A3,10,MORTGAGE,165000,Not Verified,other,MN,15.39,2,0,1976,0,20,0,13691
11100,36 months,400.02,D,D1,8,MORTGAGE,33000,Verified,credit_card,OH,26.47,0,0,2000,1,16,0,21979
12375,36 months,456.88,E,E2,3,RENT,35000,Source Verified,debt_consolidation,GA,10.25,0,0,2002,2,12,2,4899
10000,36 months,341.73,C,C4,2,RENT,35000,Source Verified,credit_card,MA,33.95,0,0,2010,3,21,0,16089
10000,36 months,311.62,A,A3,1,RENT,43000,Not Verified,credit_card,NY,7.66,0,0,2006,0,23,0,10919
17000,60 months,450.31,D,D4,8,RENT,45000,Verified,debt_consolidation,NJ,21.81,0,0,2006,1,16,0,11747
6000,36 months,194.99,B,B2,10,MORTGAGE,70000,Not Verified,vacation,OR,22.15,0,0,2000,0,11,0,1963
12000,36 months,417.81,C,C2,6,RENT,36000,Source Verified,debt_consolidation,AZ,27.23,0,0,2002,0,9,0,10304
23400,60 months,613.86,D,D5,2,RENT,65000,Verified,debt_consolidation,NY,15.03,1,0,2007,0,5,1,12398
25000,36 months,803.75,B,B3,10,MORTGAGE,1.00E+05,Source Verified,other,IL,17.17,0,0,2005,1,16,0,7456
22250,60 months,577.06,E,E1,3,MORTGAGE,48450.59,Source Verified,debt_consolidation,FL,27.82,0,0,1998,0,14,0,30188
35000,60 months,802.29,C,C3,0,MORTGAGE,125000,Verified,debt_consolidation,GA,17.3,0,0,2001,1,11,0,17694
9600,36 months,304.84,A,A5,3,RENT,67300,Verified,debt_consolidation,RI,10.9,0,0,2003,4,9,0,4626
17000,60 months,511.41,E,E5,3,MORTGAGE,49000,Not Verified,debt_consolidation,GA,15.92,0,0,2007,0,9,0,10118
8400,36 months,277.68,B,B4,2,RENT,94000,Not Verified,debt_consolidation,CA,13.05,2,0,2002,1,11,0,4095
18000,36 months,563.23,A,A4,10,RENT,54000,Verified,debt_consolidation,FL,21.33,0,0,1995,0,13,0,25538
20000,36 months,673.79,C,C2,10,MORTGAGE,115000,Source Verified,debt_consolidation,MI,14.33,0,0,2000,0,8,1,4245
16000,36 months,523.75,B,B4,0,MORTGAGE,65000,Not Verified,debt_consolidation,MA,12.59,0,0,1994,1,20,1,26441
13500,36 months,422.42,A,A4,4,RENT,86000,Not Verified,debt_consolidation,TX,11.19,0,0,2003,0,7,0,15572
6375,36 months,205.68,B,B3,8,MORTGAGE,119000,Source Verified,debt_consolidation,TN,14.01,0,0,2001,1,10,0,39902
23000,60 months,587.19,F,F1,2,RENT,92004,Source Verified,debt_consolidation,NY,5.93,0,0,1998,1,6,0,18663
35000,60 months,814.21,C,C4,9,MORTGAGE,160000,Source Verified,credit_card,MN,7.71,0,0,2000,0,10,0,19159
3500,36 months,124.08,D,D2,6,MORTGAGE,90000,Verified,renewable_energy,CA,9.31,0,0,1995,4,13,1,8102
16000,60 months,446.19,E,E5,3,RENT,60000,Verified,debt_consolidation,WA,14.82,0,0,1993,2,6,0,4915
9000,36 months,299.45,B,B3,7,RENT,36000,Source Verified,debt_consolidation,AR,16.19,0,0,1997,1,21,0,11333
6000,36 months,196.41,B,B4,4,MORTGAGE,52000,Not Verified,home_improvement,PA,27.9,0,0,2002,0,5,1,3844
10000,60 months,241.12,C,C4,7,RENT,50000,Source Verified,credit_card,DC,4.37,0,0,2004,2,9,0,1714
20000,36 months,708.59,D,D2,2,MORTGAGE,55000,Verified,home_improvement,LA,30.2,0,0,1994,1,10,0,44593
9600,36 months,292.19,A,A1,0,RENT,125000,Not Verified,credit_card,CA,16.84,0,0,2008,0,9,0,10423
10000,36 months,357.88,C,C5,5,OWN,38000,Not Verified,debt_consolidation,WV,29.05,0,0,2001,1,18,0,17875
15000,36 months,504.33,B,B4,9,MORTGAGE,95000,Verified,debt_consolidation,OH,16.57,0,0,1994,0,21,1,19383
24000,60 months,593.63,C,C5,10,MORTGAGE,125000,Source Verified,major_purchase,PA,21.9,1,0,1998,0,11,0,366502
13375,60 months,341.39,D,D5,2,OWN,32000,Verified,credit_card,UT,17.93,0,0,2002,2,17,0,12918
22000,36 months,741.17,B,B5,6,MORTGAGE,72000,Not Verified,debt_consolidation,TX,18.35,2,0,1995,0,8,0,15726
15000,36 months,482.25,B,B3,10,MORTGAGE,65000,Source Verified,debt_consolidation,MN,20.94,1,0,2003,0,10,0,28689
8650,36 months,285.95,B,B4,2,RENT,39000,Not Verified,credit_card,CO,7.38,0,0,2003,0,4,0,8558
35000,60 months,1142.93,F,F4,0,MORTGAGE,90000,Verified,debt_consolidation,NC,18.21,0,0,1999,0,8,0,47380
8875,36 months,315.94,D,D4,3,RENT,38000,Verified,credit_card,NY,19.93,7,0,1993,0,5,0,822
11225,36 months,341.64,A,A1,2,MORTGAGE,62900,Source Verified,home_improvement,AZ,19.84,0,0,2006,0,19,0,5366
15000,36 months,505.34,C,C2,3,MORTGAGE,110000,Not Verified,debt_consolidation,NY,8.41,1,0,1997,2,13,0,57673
9350,36 months,302.41,B,B1,4,MORTGAGE,37500,Not Verified,credit_card,MN,7.49,0,0,1993,0,5,0,3776
35000,60 months,884.21,D,D1,2,RENT,1.00E+05,Verified,debt_consolidation,FL,20.82,0,0,1999,0,19,0,34402
5750,36 months,178.58,A,A4,3,RENT,59160,Verified,debt_consolidation,MT,11.05,3,0,2002,0,6,0,1844
23600,60 months,678.79,F,F2,6,RENT,62000,Source Verified,debt_consolidation,VA,21.24,0,0,2006,0,7,0,3845
16025,60 months,475.73,F,F5,10,RENT,45000,Verified,debt_consolidation,OH,36.61,0,0,1999,1,16,0,13445
15000,36 months,524.33,D,D1,10,MORTGAGE,110000,Verified,debt_consolidation,LA,29.26,0,0,1993,3,23,0,9969
3725,36 months,123.71,C,C1,1,RENT,25000,Source Verified,credit_card,NY,3.84,0,0,2010,0,12,0,2785
28000,60 months,622.71,C,C1,10,MORTGAGE,98000,Not Verified,debt_consolidation,NY,34.81,4,0,1985,0,35,0,45043
20000,36 months,671.86,C,C1,10,RENT,63000,Not Verified,credit_card,NY,18.15,0,0,2001,0,12,0,34854
8150,36 months,274.57,C,C1,8,RENT,59000,Not Verified,debt_consolidation,OR,12.1,0,0,2000,2,24,0,6980
7075,36 months,255.68,D,D4,1,RENT,20000,Verified,small_business,NY,10.73,0,0,2012,3,8,0,5241
18000,36 months,569.64,B,B1,3,RENT,75000,Source Verified,credit_card,TX,15.75,0,0,2005,0,13,0,16111
10000,36 months,304.36,A,A1,10,MORTGAGE,58555,Source Verified,debt_consolidation,TX,19.73,0,0,1996,0,10,0,7600
7000,36 months,235.36,B,B4,2,RENT,26000,Not Verified,debt_consolidation,FL,21.14,0,0,2006,0,12,0,6138
12000,36 months,408.51,C,C5,2,RENT,30000,Not Verified,debt_consolidation,WA,18.44,0,0,2004,0,9,0,10031
1700,36 months,59.12,C,C3,1,RENT,47000,Not Verified,debt_consolidation,MO,10.11,1,0,1999,0,25,0,3149
21000,36 months,659.91,A,A5,0,RENT,81000,Source Verified,credit_card,MS,13.01,0,0,1999,1,6,0,23473
20000,60 months,518.71,D,D4,2,RENT,45000,Verified,major_purchase,GA,33.17,0,0,1966,0,14,0,18916
16000,60 months,484.47,F,F5,0,MORTGAGE,110000,Verified,debt_consolidation,GA,14.26,0,0,2001,0,7,0,3539
18000,36 months,597.78,B,B3,9,MORTGAGE,135812,Verified,other,TX,2.57,0,0,2001,0,5,2,818
20000,36 months,651.37,B,B2,10,MORTGAGE,66000,Verified,credit_card,CA,8.49,0,0,2002,1,15,0,19496
21000,60 months,467.03,B,B3,7,MORTGAGE,90000,Verified,credit_card,IL,16.6,1,0,1990,0,21,0,19741
24000,60 months,564.56,C,C4,2,MORTGAGE,85000,Source Verified,debt_consolidation,WA,5.21,0,0,1975,0,6,0,5872
5400,36 months,212.09,F,F2,8,MORTGAGE,70000,Not Verified,debt_consolidation,AL,15.24,2,0,1999,3,9,0,8671
6000,36 months,200.7,B,B4,5,RENT,33000,Source Verified,debt_consolidation,NY,24.65,0,0,2004,0,5,0,6125
20000,60 months,514.86,E,E1,5,RENT,57000,Verified,debt_consolidation,MD,21.07,0,0,1997,1,9,0,16919
3000,36 months,100.9,C,C1,4,RENT,75000,Not Verified,debt_consolidation,MA,14.35,1,0,1987,1,8,0,5629
33425,60 months,915.58,E,E3,5,MORTGAGE,75000,Verified,debt_consolidation,FL,22.77,0,0,2000,1,8,0,46482
15000,60 months,416,E,E4,3,MORTGAGE,57408,Source Verified,other,AZ,23.83,0,0,2007,0,10,0,8683
5000,36 months,174.09,C,C2,0,MORTGAGE,105000,Not Verified,debt_consolidation,TX,6.93,0,0,2002,3,6,1,4504
6000,36 months,214.22,C,C5,1,OWN,50000,Not Verified,debt_consolidation,NY,24,0,0,2010,1,8,0,7603
2000,36 months,62.39,A,A4,8,RENT,90000,Not Verified,debt_consolidation,GA,14.85,0,0,1995,0,10,0,25358
33900,60 months,817.38,D,D1,10,MORTGAGE,120000,Verified,credit_card,OH,9.33,0,0,1988,1,15,1,5362
24000,60 months,537.4,C,C1,10,MORTGAGE,92500,Not Verified,debt_consolidation,MA,11.72,0,0,2001,1,13,0,23975
28000,36 months,889.09,A,A5,10,MORTGAGE,78000,Not Verified,debt_consolidation,MD,12.17,0,0,1990,3,16,0,2392
2000,36 months,72.8,D,D2,0,RENT,36000,Not Verified,moving,TN,18.77,0,0,2000,1,9,0,1228
5000,36 months,156.66,A,A4,3,RENT,42000,Verified,debt_consolidation,AZ,26.29,0,0,1994,0,13,0,13147
14000,36 months,444.55,A,A5,7,MORTGAGE,140000,Source Verified,debt_consolidation,MI,3.15,0,0,1998,0,6,0,13517
8000,36 months,278.19,C,C3,6,RENT,38000,Not Verified,major_purchase,NY,5.46,0,0,2007,2,12,0,4695
13500,60 months,325.51,D,D1,10,MORTGAGE,65000,Not Verified,credit_card,CA,23.44,0,0,1991,0,13,2,22923
4000,36 months,141.21,C,C4,2,MORTGAGE,75000,Not Verified,debt_consolidation,IN,10.98,0,0,1995,1,9,0,8514
12000,36 months,375.49,A,A4,2,RENT,66950,Source Verified,credit_card,NY,14.38,0,0,1997,0,10,0,12061
25000,60 months,543.44,B,B4,10,MORTGAGE,130000,Source Verified,credit_card,MO,14.47,0,0,2001,0,7,0,51087
6600,36 months,234.95,D,D4,0,RENT,47838,Source Verified,debt_consolidation,CA,9.61,1,0,1991,1,8,0,2828
1600,36 months,58.05,D,D5,4,RENT,42000,Not Verified,other,FL,11.15,0,0,1999,0,4,0,3097
2100,36 months,71.3,B,B5,8,RENT,38000,Not Verified,debt_consolidation,CO,9.29,0,0,2009,1,5,0,3402
9600,36 months,323.42,C,C1,4,RENT,52500,Not Verified,debt_consolidation,NY,28.18,0,0,2008,0,23,0,16391
21000,60 months,513.93,C,C4,0,RENT,86800,Verified,credit_card,CA,14.68,0,0,2003,0,12,0,20088
10000,36 months,301.15,A,A1,10,MORTGAGE,51000,Not Verified,debt_consolidation,KS,19.98,0,0,1983,0,12,0,9997
17500,36 months,537.32,A,A2,6,MORTGAGE,78116,Not Verified,debt_consolidation,TX,20.39,0,0,1991,1,13,0,23677
24000,60 months,515.74,B,B3,0,MORTGAGE,60000,Source Verified,credit_card,FL,26.5,0,0,1991,0,14,0,63788
9950,36 months,305.51,A,A2,1,MORTGAGE,30000,Not Verified,credit_card,GA,13.06,0,0,1991,2,6,0,3689
20000,36 months,625.72,A,A5,10,RENT,63000,Source Verified,debt_consolidation,CA,25.41,0,0,2000,0,13,0,5446
19600,60 months,408.49,B,B2,2,RENT,98000,Not Verified,debt_consolidation,CA,13.05,0,0,2004,0,8,0,15827
4950,36 months,157.81,B,B1,0,RENT,30000,Source Verified,debt_consolidation,NH,16.64,0,0,2004,0,7,0,457
22000,36 months,678.5,A,A4,8,MORTGAGE,95000,Source Verified,home_improvement,NY,9.03,0,0,2004,0,7,0,22
34500,60 months,992.3,F,F3,10,MORTGAGE,75000,Verified,credit_card,OH,31.31,1,0,2001,3,20,0,8044
24000,36 months,827.75,C,C3,10,MORTGAGE,65000,Source Verified,debt_consolidation,MN,30.13,0,0,1998,2,16,0,22660
7500,36 months,240.85,B,B1,10,MORTGAGE,65000,Not Verified,credit_card,NV,4.47,0,0,1992,0,5,0,7662
5500,36 months,200.2,D,D2,10,RENT,55000,Not Verified,credit_card,VA,25.22,1,0,2000,3,6,0,2025
7200,36 months,225.26,A,A5,9,MORTGAGE,95000,Source Verified,debt_consolidation,PA,22.3,0,0,1989,1,17,0,17971
12000,60 months,280.22,C,C2,4,MORTGAGE,52000,Not Verified,debt_consolidation,MD,26.75,1,0,1995,1,31,0,6634
7000,36 months,235.33,C,C2,3,RENT,60500,Source Verified,vacation,MD,10.27,0,0,1997,0,6,0,3706
8000,36 months,248.82,A,A4,10,MORTGAGE,48000,Verified,other,OH,8.58,0,0,1997,0,6,0,2300
6400,36 months,231.35,D,D2,8,RENT,43732,Source Verified,debt_consolidation,NV,25.03,2,0,2006,0,7,0,8744
11000,36 months,362.9,B,B5,0,RENT,50000,Not Verified,debt_consolidation,NY,14.86,0,0,2010,0,15,0,9646
7500,36 months,235.65,B,B1,10,MORTGAGE,1.00E+05,Source Verified,debt_consolidation,FL,28.66,0,0,1992,1,18,1,7523
15000,36 months,491.01,B,B4,7,RENT,77000,Source Verified,debt_consolidation,CA,9.6,3,0,2006,2,15,0,9563
21075,60 months,570.04,E,E5,10,MORTGAGE,46867,Verified,debt_consolidation,CO,18.28,0,0,1998,2,7,1,5444
12450,60 months,317.85,D,D3,10,RENT,25000,Not Verified,debt_consolidation,NJ,23.52,0,0,2001,1,6,0,13567
16000,36 months,531.36,C,C1,10,RENT,1.00E+05,Source Verified,home_improvement,MO,24.04,0,0,2004,0,8,0,17308
35000,36 months,1129.19,B,B3,8,RENT,90000,Verified,debt_consolidation,CA,31.97,1,0,2002,0,18,0,17977
11000,60 months,270.73,D,D2,10,OWN,85000,Source Verified,home_improvement,MO,16.04,0,0,1992,3,8,1,6253
14700,36 months,488.19,B,B5,10,RENT,42000,Not Verified,credit_card,FL,27.6,0,0,2003,2,17,0,16004
18000,60 months,491.84,E,E4,10,RENT,61000,Verified,debt_consolidation,CA,10.64,0,0,1998,0,9,0,25241
15000,36 months,485.14,B,B1,6,MORTGAGE,102000,Source Verified,credit_card,NC,14.92,0,0,2002,1,18,0,51406
24250,36 months,747.89,A,A4,10,MORTGAGE,155000,Verified,debt_consolidation,MI,26.32,0,0,1980,1,18,0,39384
6500,36 months,225.3,C,C5,3,MORTGAGE,65000,Verified,debt_consolidation,VA,16.41,0,0,2000,2,9,1,1787
16875,60 months,415.32,D,D2,2,RENT,38500,Source Verified,home_improvement,FL,31.02,0,0,2002,0,6,0,12805
18000,60 months,517.72,E,E2,3,MORTGAGE,60000,Source Verified,debt_consolidation,WA,15.56,0,0,2003,0,11,1,2871
4000,36 months,132.31,B,B3,2,RENT,30000,Not Verified,credit_card,VA,20.08,0,0,2000,0,10,0,14622
3600,36 months,120.77,C,C2,1,RENT,85000,Not Verified,debt_consolidation,CA,19.81,0,0,2002,0,13,1,10728
28000,60 months,719.27,E,E1,10,MORTGAGE,90000,Source Verified,home_improvement,MD,2.96,0,0,2006,0,7,1,6266
25000,60 months,509.07,B,B1,10,MORTGAGE,89000,Verified,debt_consolidation,OH,17.35,0,0,1998,0,11,0,25905
5200,36 months,161.49,A,A4,10,OWN,34000,Source Verified,debt_consolidation,NC,34.06,0,0,2003,0,6,0,4219
15000,36 months,505.34,C,C1,10,MORTGAGE,106000,Not Verified,debt_consolidation,CA,27.26,0,0,1997,0,14,0,3771
19200,36 months,620.98,B,B1,5,RENT,110000,Verified,credit_card,NJ,14.55,0,0,2004,0,13,0,20267
5800,36 months,186.26,B,B1,10,MORTGAGE,46000,Not Verified,credit_card,GA,15.39,0,0,1998,0,13,1,5044
30400,60 months,686.88,C,C2,10,MORTGAGE,215000,Verified,credit_card,TN,16.56,3,0,1995,0,14,0,25524
6000,36 months,205.04,C,C4,7,OWN,28000,Source Verified,debt_consolidation,GA,22.16,0,0,1998,2,7,0,9515
15575,36 months,559.72,D,D4,0,RENT,75000,Verified,debt_consolidation,NY,16.9,0,0,2005,1,12,0,3492
20000,36 months,625.81,A,A4,10,OWN,60000,Verified,credit_card,TX,12.4,0,0,2004,0,11,0,11026
8000,36 months,279.72,D,D1,3,RENT,1.00E+05,Source Verified,other,CA,5.41,0,0,2001,1,7,0,3680
21000,60 months,488.53,C,C4,4,MORTGAGE,65000,Not Verified,debt_consolidation,NV,7.16,0,0,2004,2,4,1,15756
10000,36 months,314.25,A,A5,2,MORTGAGE,82000,Not Verified,debt_consolidation,AZ,14.61,1,0,1992,0,15,0,26622
16000,36 months,502.72,B,B1,1,MORTGAGE,78000,Source Verified,credit_card,VA,16.82,0,0,1990,0,11,0,753
